Temperatura,Humedad,VelocidadViento,Presion,HoraDia,DiaSemana,PM25
10.6,81.6,0.22,772.9,12,1,45.2
14.7,35.1,1.99,770.7,13,2,34.2
22.9,67.4,1.2,769.7,23,1,27.1
11.2,62.5,2.34,789.1,17,0,44.5
24.4,40.7,1.23,779.5,11,1,45.9
24.6,29.6,0.69,775.8,3,1,24.6
18.1,65.6,0.25,770.9,9,4,54.1
8.1,71.7,0.95,778.1,16,6,37.3
13.7,42.1,0.25,774.1,3,6,27.9
20.3,65.1,0.49,770.2,11,0,33.2
27.6,47.7,10.92,767.6,12,5,5.0
20.6,69.9,1.47,769.4,3,1,37.6
13.2,33.9,1.9,744.6,9,1,52.3
20.7,82.3,5.17,771.7,2,3,16.8
18.8,40.1,12.0,766.1,14,6,5.0
23.6,45.7,2.18,782.7,1,1,33.4
10.1,24.1,4.18,770.2,16,6,31.5
23.2,27.8,0.99,760.5,5,1,39.9
18.8,56.1,0.91,769.6,7,4,56.0
27.3,38.7,1.29,761.6,2,0,36.7
14.8,78.5,2.79,773.8,17,6,31.3
20.7,21.0,2.87,772.3,21,2,27.7
26.6,46.5,0.95,777.7,0,0,42.7
10.1,43.6,0.36,763.7,15,3,30.6
26.7,21.4,2.5,770.3,6,0,29.2
21.8,28.7,0.34,759.1,2,1,28.3
9.4,49.0,2.16,775.6,22,3,40.2
14.0,54.5,2.96,774.2,3,0,30.5
22.2,48.3,3.02,774.0,8,3,47.9
9.3,57.2,3.5,770.0,4,2,32.6
19.6,61.7,5.16,773.3,18,0,22.5
14.9,20.7,1.73,782.8,14,6,18.9
20.4,52.5,3.28,767.7,7,6,36.6
8.9,87.4,2.41,771.1,5,5,35.0
25.4,56.3,0.52,761.3,17,1,40.7
27.5,67.4,0.07,763.1,18,3,55.8
27.4,41.8,0.84,770.8,23,5,35.4
23.0,74.2,1.46,778.8,14,5,45.2
10.6,74.1,2.4,767.9,6,4,44.4
23.2,56.5,4.74,768.1,9,3,31.7
8.5,88.3,0.55,766.7,5,5,49.6
8.4,28.8,0.34,765.7,13,4,37.5
14.5,21.2,8.27,772.4,16,5,5.0
17.8,73.9,0.29,758.0,8,1,58.2
23.4,76.5,1.63,780.2,18,2,57.2
21.7,28.4,2.2,764.7,4,4,34.4
16.9,38.6,1.95,775.8,22,2,40.7
13.5,21.2,0.22,759.8,6,3,55.5
27.9,40.5,0.15,775.4,18,1,51.7
16.5,74.1,0.28,775.4,19,4,48.9
17.0,56.3,2.2,773.1,6,3,48.1
11.3,44.4,1.97,762.0,23,5,37.2
23.9,46.0,0.67,772.0,1,6,36.5
21.9,20.1,2.54,760.5,22,0,27.3
12.4,41.0,4.29,768.0,15,3,29.5
9.6,65.3,0.11,778.2,12,2,48.2
21.6,88.2,1.72,776.4,7,1,47.4
21.1,79.3,2.92,770.1,5,1,33.3
13.5,21.7,0.73,762.2,5,3,43.9
27.0,82.9,0.92,775.2,8,5,45.9
11.0,74.8,2.38,770.2,3,0,34.2
16.6,74.6,5.71,751.4,10,2,35.1
26.9,52.1,4.15,776.3,4,3,25.7
16.4,47.9,2.19,769.8,16,3,39.6
20.8,41.2,3.28,779.6,19,6,25.4
16.0,24.6,1.13,761.2,6,1,45.3
13.5,36.0,2.56,744.6,14,2,26.5
27.7,37.3,1.57,772.2,14,0,25.6
16.2,53.9,0.53,772.3,13,1,38.9
25.9,72.3,3.02,756.5,12,3,39.9
12.6,53.2,2.03,762.2,10,1,41.6
12.3,24.0,1.11,792.0,12,1,51.2
8.6,87.0,6.06,767.6,21,4,19.3
21.0,86.0,0.05,775.8,23,1,38.5
15.4,75.0,0.95,764.8,8,5,60.9
25.3,89.4,0.15,753.3,9,1,67.0
17.5,58.1,3.64,768.6,3,5,19.3
27.4,87.4,3.03,767.9,16,2,35.7
11.7,25.3,1.01,766.8,13,1,41.0
25.4,45.6,2.81,769.1,23,0,27.6
23.5,35.8,1.26,772.1,17,5,34.8
23.4,33.7,3.53,768.8,10,5,27.0
24.9,29.9,1.51,759.9,15,3,22.7
23.2,63.6,1.33,773.9,0,2,35.8
20.5,74.7,6.82,754.4,6,1,25.2
10.6,60.5,0.72,753.6,9,6,50.9
8.7,30.3,0.32,775.9,8,0,46.0
26.4,76.8,2.2,774.1,2,3,40.0
20.3,64.5,8.71,769.5,21,2,15.0
23.9,47.2,1.19,758.8,22,5,25.9
17.6,67.2,0.16,764.3,13,0,55.3
10.3,38.2,1.04,767.9,14,1,36.9
10.5,44.2,1.76,757.2,1,6,29.5
21.7,84.2,0.44,764.1,23,4,49.0
16.6,40.3,2.68,775.2,13,4,42.6
12.0,52.9,12.0,781.4,15,2,5.0
17.8,82.3,1.5,766.6,6,6,48.9
9.3,69.5,1.1,776.1,3,0,38.2
19.6,24.4,1.28,754.7,17,3,37.9
13.4,30.3,0.31,775.3,23,0,37.5
24.0,20.5,5.37,763.6,4,6,14.8
14.2,64.2,1.34,772.5,5,5,43.7
17.1,51.3,1.22,768.0,6,4,55.5
8.2,29.4,2.69,780.6,14,2,19.3
9.4,87.1,1.46,763.0,0,1,40.7
15.8,57.1,2.61,775.0,23,0,42.5
17.6,36.9,0.16,767.8,3,4,31.7
20.0,55.0,4.2,768.7,0,3,30.6
13.8,67.6,7.05,768.5,10,2,32.6
21.9,25.3,2.62,763.2,17,1,31.8
25.2,39.2,7.73,769.9,13,0,5.0
23.6,76.5,0.41,769.5,21,3,47.5
8.8,52.2,1.62,771.9,10,1,55.6
17.6,58.3,2.3,770.7,9,5,51.6
10.1,50.3,2.18,776.4,16,4,40.0
12.8,23.1,1.28,777.4,3,5,24.6
27.7,31.6,1.03,761.6,23,4,43.4
10.8,51.2,0.34,777.0,14,3,48.9
18.0,34.6,1.24,760.5,15,5,25.0
20.4,23.5,0.44,774.7,20,4,46.8
22.0,79.1,3.31,775.0,12,2,35.5
19.2,88.7,0.59,754.7,8,3,56.0
8.2,75.5,0.15,770.7,10,4,58.5
14.5,79.8,2.01,766.3,10,0,54.1
18.4,36.9,2.26,763.9,5,4,32.7
9.8,87.2,5.14,780.8,0,5,32.8
15.0,33.8,2.15,764.8,21,2,26.7
8.7,86.6,1.06,763.5,5,1,62.9
9.6,89.6,4.06,770.6,12,1,36.1
15.9,69.8,1.94,775.5,21,4,50.2
10.7,88.7,0.21,768.9,23,1,51.6
19.4,59.9,2.09,779.3,21,4,35.9
21.8,38.2,5.97,774.2,4,2,16.8
24.0,50.6,1.26,752.6,14,1,23.6
12.0,61.5,0.88,765.8,17,5,46.6
11.3,25.1,0.39,765.5,19,5,45.2
10.1,63.6,0.41,773.8,13,0,44.6
20.7,88.7,1.42,749.0,14,4,45.5
22.1,33.3,2.26,790.4,4,1,32.0
8.6,75.5,0.21,774.2,3,5,47.4
26.7,83.6,7.02,771.2,1,6,17.7
9.0,86.1,3.52,779.5,6,2,41.4
18.8,87.2,2.21,788.7,9,2,47.6
22.2,56.5,4.41,777.0,15,6,10.3
25.4,88.4,0.21,777.6,9,6,54.0
22.3,73.0,1.62,771.0,17,0,46.1
24.0,31.3,2.49,768.9,16,2,22.2
14.8,53.4,4.41,766.2,20,2,43.1
24.3,70.3,3.83,763.4,12,1,24.1
9.6,37.3,0.81,764.5,0,4,27.0
25.9,64.8,7.07,759.2,0,3,22.5
19.0,66.7,0.33,769.4,14,2,31.7
24.3,31.4,5.2,756.5,0,2,22.1
17.0,59.6,8.85,771.5,5,3,16.6
20.9,74.0,0.49,769.7,12,2,46.2
18.5,54.9,3.2,771.2,0,1,27.2
22.6,20.8,0.1,765.8,4,1,40.2
9.6,20.6,1.3,794.6,8,3,57.9
9.2,45.0,1.82,780.9,16,5,29.0
12.9,84.8,2.17,760.0,15,2,46.6
11.2,36.0,6.87,771.9,7,5,28.3
25.4,64.4,2.79,765.1,16,2,35.0
12.4,35.5,1.64,761.9,14,4,32.0
27.5,42.5,4.15,759.3,23,2,27.7
14.7,79.4,7.52,773.5,0,1,21.0
11.6,71.0,0.06,764.5,11,0,44.3
23.8,26.7,10.12,777.7,4,6,5.0
21.2,50.0,0.23,778.0,23,0,46.7
18.0,22.0,4.21,781.0,5,0,26.1
19.1,53.7,0.82,763.2,0,0,45.6
22.4,66.4,0.35,773.8,0,6,35.4
12.6,28.3,1.45,775.1,9,5,37.0
27.9,40.2,2.58,766.2,9,6,48.4
27.5,47.8,1.2,763.8,2,5,19.2
21.0,84.4,0.14,782.9,16,6,41.1
12.0,89.5,2.29,771.8,18,6,46.3
21.6,23.1,5.82,775.1,10,2,28.0
9.4,73.3,1.21,763.4,17,5,47.4
8.6,46.0,0.61,760.2,1,2,55.7
13.2,47.5,1.46,765.4,8,4,51.8
17.3,72.8,0.12,769.0,23,2,41.1
25.4,84.3,4.29,761.5,16,0,28.7
22.5,86.6,4.38,769.9,13,3,27.4
22.9,60.4,2.22,756.5,3,3,32.9
16.5,45.0,1.09,761.0,16,1,33.7
14.9,75.1,4.02,775.4,16,1,38.3
15.4,37.6,2.02,774.8,11,2,39.1
27.8,59.5,4.37,766.9,19,6,20.8
8.8,45.1,2.5,761.9,17,6,40.1
25.3,66.0,3.84,761.8,2,3,22.1
19.6,36.8,2.28,767.0,10,0,31.4
16.8,33.4,1.34,775.2,17,5,35.9
22.5,84.3,7.92,777.4,3,0,5.0
17.7,27.1,1.95,766.0,16,0,36.9
25.5,55.4,2.32,760.8,17,2,19.4
26.0,35.5,0.62,772.1,4,2,30.4
16.4,22.7,2.46,763.4,13,4,38.4
13.5,22.5,2.12,765.9,9,0,39.6
19.8,32.3,0.51,780.6,14,6,29.9
26.2,80.7,0.15,776.6,0,6,47.0
12.2,39.8,2.32,771.3,15,0,29.4
20.5,86.5,3.61,759.8,10,2,44.6
20.6,60.7,1.85,771.7,22,2,45.3
22.7,50.6,0.64,778.5,19,4,51.9
10.6,60.6,2.75,767.0,5,4,29.8
22.3,56.2,0.21,780.8,23,1,38.9
26.2,73.1,1.46,780.3,21,3,59.6
11.6,39.8,0.45,783.3,15,0,39.5
12.8,44.7,0.51,772.4,1,6,54.3
27.4,82.6,0.57,774.7,0,0,52.8
11.6,86.3,1.22,781.3,23,4,49.3
25.1,82.5,0.13,773.6,23,4,47.4
17.8,49.4,1.27,766.0,8,1,49.4
12.9,74.6,1.79,766.4,21,3,45.0
25.4,53.3,1.65,771.9,11,1,33.5
16.9,54.8,1.21,759.7,16,6,35.1
18.3,34.3,4.57,768.9,14,3,13.7
15.2,61.4,0.39,778.8,18,5,38.9
19.9,33.0,1.76,752.5,21,0,44.4
11.3,43.2,0.16,782.3,9,1,46.5
15.8,79.9,0.18,779.0,11,4,56.0
27.4,34.5,2.13,766.3,13,1,17.5
13.2,25.0,2.09,774.3,8,5,45.8
21.1,24.8,5.26,770.0,12,1,16.5
14.5,85.9,2.04,779.8,2,0,49.2
23.5,55.5,8.03,777.9,20,5,11.4
10.6,48.7,0.12,758.8,13,4,31.7
27.4,76.8,0.26,774.7,20,4,50.2
17.1,78.5,0.11,768.4,9,2,60.2
12.7,43.3,0.51,770.7,15,5,36.0
9.5,68.6,1.95,764.2,6,2,50.9
11.4,74.0,2.59,784.0,3,2,35.3
18.4,65.8,0.12,778.3,19,0,47.1
14.7,30.6,7.3,764.1,22,1,7.3
24.6,81.3,4.62,759.3,10,4,30.8
16.6,57.7,0.88,766.9,15,4,38.0
13.0,39.8,0.2,773.5,19,1,66.3
20.3,49.8,0.47,771.9,3,4,47.8
22.1,22.6,0.34,780.0,21,1,45.6
11.3,29.0,0.33,776.3,21,5,43.2
11.4,73.6,1.83,777.8,22,0,45.1
8.7,20.0,0.71,772.6,16,0,42.2
22.7,49.2,1.11,758.9,12,6,33.0
21.3,56.6,11.39,768.4,10,0,5.0
17.5,23.8,2.88,778.5,2,1,15.1
24.9,88.1,7.44,769.6,8,6,24.2
24.1,35.8,0.38,774.0,5,1,39.1
19.7,41.3,1.2,767.5,21,3,36.4
25.4,41.3,2.02,761.8,20,6,30.6
12.1,36.1,0.2,769.0,10,4,50.8
10.2,20.1,0.01,772.5,15,4,45.7
13.4,71.1,2.77,764.8,18,3,45.9
9.1,87.7,2.57,768.1,4,3,45.9
18.6,35.7,1.32,762.5,13,0,39.3
26.7,66.4,1.68,779.0,16,3,36.5
8.8,71.9,1.34,767.6,2,1,46.3
10.4,79.4,0.06,781.6,3,2,39.3
17.0,49.6,1.02,782.2,15,1,37.6
26.7,41.2,0.49,769.4,15,6,29.3
14.3,42.8,0.26,761.9,20,3,58.7
18.1,69.9,7.85,753.3,3,4,15.5
8.8,77.2,2.29,758.2,18,1,40.0
11.0,32.7,3.26,759.0,16,4,34.2
27.7,46.0,0.95,781.0,12,1,42.2
27.3,83.1,1.25,770.9,21,4,44.3
8.1,76.5,0.68,773.1,22,5,48.3
27.0,88.9,0.25,752.2,23,1,29.4
20.8,72.8,0.49,760.4,0,6,21.4
25.4,47.5,3.99,777.1,11,4,20.6
17.1,61.3,2.83,772.3,3,2,34.4
18.3,66.3,1.98,768.8,10,6,48.8
17.8,25.5,1.61,774.5,4,0,27.0
21.3,58.1,6.39,783.1,1,1,12.7
10.8,69.7,0.19,768.2,16,2,49.5
8.6,31.7,0.82,770.6,7,0,49.1
14.2,74.6,1.08,771.5,5,1,43.2
22.1,60.9,3.81,789.1,20,2,34.5
12.0,86.7,12.0,753.2,8,2,23.8
21.5,23.0,0.69,775.5,12,6,37.7
27.4,38.6,5.18,769.1,10,5,20.0
9.9,62.1,4.44,774.5,15,2,39.8
21.5,40.8,0.64,764.7,15,5,36.0
16.9,70.0,1.27,769.6,1,3,47.6
25.4,73.1,1.32,775.7,9,6,41.3
11.5,27.2,9.57,794.9,11,4,5.0
21.9,56.0,0.5,776.5,7,6,44.3
24.8,55.6,4.01,763.2,10,0,32.1
26.9,45.8,1.02,766.6,9,4,48.0
21.7,85.3,3.28,766.4,12,4,36.4
17.9,77.9,1.36,755.6,16,5,49.6
20.4,68.8,2.16,767.4,6,4,47.9
25.4,70.0,4.47,775.9,23,2,23.3
19.4,52.3,4.08,759.8,2,5,20.6
8.6,84.5,5.03,778.4,19,4,49.8
26.6,68.6,0.15,773.9,12,5,43.0
21.8,71.0,2.94,764.1,18,3,49.9
21.5,80.3,0.38,768.9,6,5,44.2
12.3,39.2,1.34,782.8,8,1,48.6
21.2,76.5,1.99,775.9,18,2,42.1
15.9,33.7,1.29,770.1,12,0,34.2
21.0,44.2,1.83,768.1,21,1,32.0
10.1,43.5,12.0,770.6,7,1,10.4
21.2,88.5,0.36,765.9,21,1,52.7
28.0,80.0,2.81,753.2,17,4,45.1
9.0,69.1,1.26,786.3,22,5,30.5
27.5,70.9,0.36,771.2,1,5,30.7
16.1,59.3,0.43,773.2,17,6,47.9
25.4,86.3,7.45,769.5,17,4,22.1
23.6,54.7,5.29,764.1,10,2,28.0
19.3,46.6,5.94,768.5,0,4,25.3
22.8,31.4,11.93,757.2,13,4,5.0
25.6,75.0,0.58,788.2,15,4,38.9
16.1,71.4,1.1,760.1,10,2,44.0
14.5,46.9,2.77,761.7,0,6,14.5
21.4,21.8,1.65,766.5,6,2,39.0
24.2,78.7,1.35,780.3,15,3,37.6
23.2,20.8,1.11,770.1,13,6,23.0
24.0,69.3,2.25,760.1,14,3,28.8
16.7,87.9,2.14,780.0,13,3,40.7
24.4,50.6,0.44,775.8,20,3,42.9
10.4,36.4,1.6,774.3,10,5,40.6
18.9,69.3,2.02,775.7,15,1,40.8
8.1,77.2,2.11,789.2,18,1,48.8
14.5,58.3,0.59,787.5,16,3,43.4
15.3,87.7,3.39,764.5,5,3,39.6
15.9,23.6,0.06,783.0,10,0,47.1
21.9,55.3,1.1,773.1,16,1,48.1
15.8,70.3,3.79,774.0,8,0,48.2
17.0,80.4,2.07,756.5,17,6,45.1
12.8,32.5,0.76,768.6,16,0,44.3
15.5,76.0,2.97,763.5,11,4,30.4
12.5,58.7,2.09,776.6,22,5,31.3
9.5,47.8,3.98,778.6,21,6,29.1
20.1,29.2,3.32,753.4,21,2,35.0
21.4,80.6,2.35,769.8,4,1,49.3
20.4,31.0,1.67,779.0,10,3,37.5
17.3,41.7,0.36,768.5,3,6,35.5
15.6,40.3,0.76,775.8,3,3,44.1
25.3,81.0,1.36,772.8,2,2,39.4
